type,name,country1,country2,country3,country4,country5,country6,country7,country8,country9,country10,country11,country12,country13,country14,country15,country16,country17,country18,country19,country20,country21
first,Sahil,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Salvador,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Salvatore,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Sami,Finland,,,,,,,,,,,,,,,,,,,,
first,Samir,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Sammy,Malta,Northern Ireland,,,,,,,,,,,,,,,,,,,
first,Samu,Finland,,,,,,,,,,,,,,,,,,,,
first,Samuel,Andorra,England,Gibraltar,Portugal,Scotland,Slovakia,Spain,Wales,,,,,,,,,,,,,
first,Samuele,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Samvel,Armenia,,,,,,,,,,,,,,,,,,,,
first,Sander,Estonia,,,,,,,,,,,,,,,,,,,,
first,Sandi,Slovenia,,,,,,,,,,,,,,,,,,,,
first,Sandu,Moldova,,,,,,,,,,,,,,,,,,,,
first,Sanjin,Bosnia,,,,,,,,,,,,,,,,,,,,
first,Santeri,Finland,,,,,,,,,,,,,,,,,,,,
first,Santiago,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Sanzhar,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Sargis,Armenia,,,,,,,,,,,,,,,,,,,,
first,Sasa,Montenegro,Serbia,Slovenia,,,,,,,,,,,,,,,,,,
first,Sasko,North Macedonia,,,,,,,,,,,,,,,,,,,,
first,Saulius,Lithuania,,,,,,,,,,,,,,,,,,,,
first,Savo,Montenegro,,,,,,,,,,,,,,,,,,,,
first,Savvas,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Scott,Scotland,,,,,,,,,,,,,,,,,,,,
first,Seamus,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Sean,Northern Ireland,Republic of Ireland,,,,,,,,,,,,,,,,,,,
first,Sebastian,Poland,,,,,,,,,,,,,,,,,,,,
first,Sebastien,Luxembourg,,,,,,,,,,,,,,,,,,,,
first,Sem,Netherlands,,,,,,,,,,,,,,,,,,,,
first,Semir,Bosnia,,,,,,,,,,,,,,,,,,,,
first,Semyon,Russia,,,,,,,,,,,,,,,,,,,,
first,Senad,Bosnia,,,,,,,,,,,,,,,,,,,,
first,Senan,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Sergei,Belarus,Russia,Ukraine,,,,,,,,,,,,,,,,,,
first,Serghei,Moldova,,,,,,,,,,,,,,,,,,,,
first,Sergio,Andorra,Gibraltar,Italy,San Marino,Spain,,,,,,,,,,,,,,,,
first,Sergiu,Moldova,,,,,,,,,,,,,,,,,,,,
first,Serhii,Ukraine,,,,,,,,,,,,,,,,,,,,
first,Serik,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Serkan,Turkey,,,,,,,,,,,,,,,,,,,,
first,Sevak,Armenia,,,,,,,,,,,,,,,,,,,,
first,Shane,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Shaun,England,Gibraltar,Malta,Northern Ireland,,,,,,,,,,,,,,,,,
first,Shay,Israel,,,,,,,,,,,,,,,,,,,,
first,Shea,Northern Ireland,,,,,,,,,,,,,,,,,,,,
first,Shon,Israel,,,,,,,,,,,,,,,,,,,,
first,Shota,Georgia,,,,,,,,,,,,,,,,,,,,
first,Shpend,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Shpetim,Kosovo,,,,,,,,,,,,,,,,,,,,
first,Sigurd,Iceland,Norway,,,,,,,,,,,,,,,,,,,
first,Sigurdur,Iceland,,,,,,,,,,,,,,,,,,,,
first,Siim,Estonia,,,,,,,,,,,,,,,,,,,,
first,Sime,Croatia,,,,,,,,,,,,,,,,,,,,
first,Simon,Denmark,England,Gibraltar,Norway,Sweden,,,,,,,,,,,,,,,,
first,Simone,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Sindri,Iceland,,,,,,,,,,,,,,,,,,,,
first,Sion,Wales,,,,,,,,,,,,,,,,,,,,
first,Sjurdur,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Slave,North Macedonia,,,,,,,,,,,,,,,,,,,,
first,Slawomir,Poland,,,,,,,,,,,,,,,,,,,,
first,Slobodan,Montenegro,Serbia,,,,,,,,,,,,,,,,,,,
first,Snorri,Iceland,,,,,,,,,,,,,,,,,,,,
first,Sofus,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Sokol,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Solvi,Iceland,,,,,,,,,,,,,,,,,,,,
first,Sondre,Norway,,,,,,,,,,,,,,,,,,,,
first,Sonni,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Sorin,Moldova,Romania,,,,,,,,,,,,,,,,,,,
first,Sotirios,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Sotiris,Cyprus,,,,,,,,,,,,,,,,,,,,
first,Spencer,England,Gibraltar,,,,,,,,,,,,,,,,,,,
first,Spyridon,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Srdjan,Montenegro,Serbia,,,,,,,,,,,,,,,,,,,
first,Stanislav,Belarus,Bulgaria,North Macedonia,Russia,Slovakia,Ukraine,,,,,,,,,,,,,,,
first,Stavros,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Stefan,Bulgaria,Croatia,Hungary,Moldova,Montenegro,North Macedonia,Romania,Serbia,Slovakia,Sweden,,,,,,,,,,,
first,Stefano,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Stefanos,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Stelios,Cyprus,,,,,,,,,,,,,,,,,,,,
first,Stellan,Sweden,,,,,,,,,,,,,,,,,,,,
first,Sten,Estonia,,,,,,,,,,,,,,,,,,,,
first,Stepan,Czechia,Russia,Ukraine,,,,,,,,,,,,,,,,,,
first,Steve,Malta,,,,,,,,,,,,,,,,,,,,
first,Steven,England,Gibraltar,Northern Ireland,Scotland,,,,,,,,,,,,,,,,,
first,Stig,Denmark,Norway,Sweden,,,,,,,,,,,,,,,,,,
first,Stijn,Netherlands,,,,,,,,,,,,,,,,,,,,
first,Stole,North Macedonia,,,,,,,,,,,,,,,,,,,,
first,Stoyan,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
first,Strahinja,Montenegro,Serbia,,,,,,,,,,,,,,,,,,,
first,Stuart,Northern Ireland,,,,,,,,,,,,,,,,,,,,
first,Sultan,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Suren,Armenia,,,,,,,,,,,,,,,,,,,,
first,Sven,Denmark,Netherlands,Norway,Sweden,,,,,,,,,,,,,,,,,
first,Sverri,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Sverrir,Iceland,,,,,,,,,,,,,,,,,,,,
first,Svetoslav,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
first,Szabolcs,Hungary,,,,,,,,,,,,,,,,,,,,
first,Taavi,Estonia,,,,,,,,,,,,,,,,,,,,
first,Tadas,Lithuania,,,,,,,,,,,,,,,,,,,,
first,Tadej,Slovenia,,,,,,,,,,,,,,,,,,,,
first,Tadhg,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Tal,Israel,,,,,,,,,,,,,,,,,,,,
first,Talgat,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Tamas,Hungary,,,,,,,,,,,,,,,,,,,,
first,Tanel,Estonia,,,,,,,,,,,,,,,,,,,,
first,Taras,Ukraine,,,,,,,,,,,,,,,,,,,,
first,Tarik,Bosnia,,,,,,,,,,,,,,,,,,,,
first,Tarlan,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Tarmo,Estonia,,,,,,,,,,,,,,,,,,,,
first,Tasos,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Tatul,Armenia,,,,,,,,,,,,,,,,,,,,
first,Taulant,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Teemu,Finland,,,,,,,,,,,,,,,,,,,,
first,Teitur,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Telmo,Portugal,,,,,,,,,,,,,,,,,,,,
first,Temirlan,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Temur,Georgia,,,,,,,,,,,,,,,,,,,,
first,Terence,Malta,,,,,,,,,,,,,,,,,,,,
first,Terry,Northern Ireland,,,,,,,,,,,,,,,,,,,,
first,Teun,Netherlands,,,,,,,,,,,,,,,,,,,,
first,Thanasis,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Theo,England,Gibraltar,,,,,,,,,,,,,,,,,,,
first,Theodoros,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Thijs,Netherlands,,,,,,,,,,,,,,,,,,,,
first,Thomas,Denmark,England,Gibraltar,Norway,Sweden,Wales,,,,,,,,,,,,,,,
first,Thorsteinn,Iceland,,,,,,,,,,,,,,,,,,,,
first,Tiago,Andorra,Gibraltar,Portugal,Spain,,,,,,,,,,,,,,,,,
first,Tigran,Armenia,,,,,,,,,,,,,,,,,,,,
first,Tilen,Slovenia,,,,,,,,,,,,,,,,,,,,
first,Timo,Finland,,,,,,,,,,,,,,,,,,,,
first,Timofey,Russia,,,,,,,,,,,,,,,,,,,,
first,Timothe,Luxembourg,,,,,,,,,,,,,,,,,,,,
first,Timur,Kazakhstan,Russia,,,,,,,,,,,,,,,,,,,
first,Tiran,Armenia,,,,,,,,,,,,,,,,,,,,
first,Tobias,Denmark,Norway,Sweden,,,,,,,,,,,,,,,,,,
first,Toby,England,Gibraltar,,,,,,,,,,,,,,,,,,,
first,Todor,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
first,Tolga,Turkey,,,,,,,,,,,,,,,,,,,,
first,Tom,Luxembourg,,,,,,,,,,,,,,,,,,,,
first,Tomas,Andorra,Gibraltar,Lithuania,Portugal,Slovakia,Spain,,,,,,,,,,,,,,,
first,Tomasz,Poland,,,,,,,,,,,,,,,,,,,,
first,Tome,North Macedonia,,,,,,,,,,,,,,,,,,,,
first,Tomer,Israel,,,,,,,,,,,,,,,,,,,,
first,Tomislav,Croatia,,,,,,,,,,,,,,,,,,,,
first,Tommaso,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Tommy,Sweden,,,,,,,,,,,,,,,,,,,,
first,Tomos,Wales,,,,,,,,,,,,,,,,,,,,
first,Toni,Croatia,Finland,North Macedonia,,,,,,,,,,,,,,,,,,
first,Toomas,Estonia,,,,,,,,,,,,,,,,,,,,
first,Topias,Finland,,,,,,,,,,,,,,,,,,,,
first,Tor,Norway,,,,,,,,,,,,,,,,,,,,
first,Torben,Denmark,,,,,,,,,,,,,,,,,,,,
first,Tore,Norway,,,,,,,,,,,,,,,,,,,,
first,Tornike,Georgia,,,,,,,,,,,,,,,,,,,,
first,Trai,Northern Ireland,,,,,,,,,,,,,,,,,,,,
first,Trajko,North Macedonia,,,,,,,,,,,,,,,,,,,,
first,Tristan,Malta,,,,,,,,,,,,,,,,,,,,
first,Trondur,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Tryggvi,Iceland,,,,,,,,,,,,,,,,,,,,
first,Trygve,Norway,,,,,,,,,,,,,,,,,,,,
first,Trystan,Wales,,,,,,,,,,,,,,,,,,,,
first,Tsvetan,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
first,Tudor,Moldova,,,,,,,,,,,,,,,,,,,,
first,Tun,Luxembourg,,,,,,,,,,,,,,,,,,,,
first,Tuomas,Finland,,,,,,,,,,,,,,,,,,,,
first,Tural,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Turan,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Turlough,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Tyler,England,Gibraltar,,,,,,,,,,,,,,,,,,,
first,Ulan,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Uldis,Latvia,,,,,,,,,,,,,,,,,,,,
first,Ulf,Sweden,,,,,,,,,,,,,,,,,,,,
first,Ultan,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Ulvi,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Unai,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Urho,Finland,,,,,,,,,,,,,,,,,,,,
first,Urmas,Estonia,,,,,,,,,,,,,,,,,,,,
first,Uros,Montenegro,Serbia,Slovenia,,,,,,,,,,,,,,,,,,
first,Vaclav,Czechia,,,,,,,,,,,,,,,,,,,,
first,Vadim,Moldova,,,,,,,,,,,,,,,,,,,,
first,Vahan,Armenia,,,,,,,,,,,,,,,,,,,,
first,Vahe,Armenia,,,,,,,,,,,,,,,,,,,,
first,Vaidas,Lithuania,,,,,,,,,,,,,,,,,,,,
first,Vakhtang,Georgia,,,,,,,,,,,,,,,,,,,,
first,Valentin,Andorra,Belarus,Gibraltar,Moldova,Romania,Russia,Spain,Ukraine,,,,,,,,,,,,,
first,Valeri,Bulgaria,Georgia,North Macedonia,,,,,,,,,,,,,,,,,,
first,Valerio,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Valeriu,Moldova,,,,,,,,,,,,,,,,,,,,
first,Valeriy,Russia,Ukraine,,,,,,,,,,,,,,,,,,,
first,Vallo,Estonia,,,,,,,,,,,,,,,,,,,,
first,Valon,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Valters,Latvia,,,,,,,,,,,,,,,,,,,,
first,Valtteri,Finland,,,,,,,,,,,,,,,,,,,,
first,Valur,Iceland,,,,,,,,,,,,,,,,,,,,
first,Vane,North Macedonia,,,,,,,,,,,,,,,,,,,,
first,Vangelis,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Vardan,Armenia,,,,,,,,,,,,,,,,,,,,
first,Vasco,Portugal,,,,,,,,,,,,,,,,,,,,
first,Vasif,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Vasil,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
first,Vasile,Moldova,,,,,,,,,,,,,,,,,,,,
first,Vasileios,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Vasili,Russia,,,,,,,,,,,,,,,,,,,,
first,Vasilije,Montenegro,,,,,,,,,,,,,,,,,,,,
first,Vasko,North Macedonia,,,,,,,,,,,,,,,,,,,,
first,Vasyl,Ukraine,,,,,,,,,,,,,,,,,,,,
first,Vazgen,Armenia,,,,,,,,,,,,,,,,,,,,
first,Veaceslav,Moldova,,,,,,,,,,,,,,,,,,,,
first,Vedad,Bosnia,,,,,,,,,,,,,,,,,,,,
first,Vedran,Croatia,,,,,,,,,,,,,,,,,,,,
first,Veikko,Finland,,,,,,,,,,,,,,,,,,,,
first,Velimir,Montenegro,,,,,,,,,,,,,,,,,,,,
first,Veljko,Montenegro,Serbia,,,,,,,,,,,,,,,,,,,
first,Veniamin,Russia,,,,,,,,,,,,,,,,,,,,
first,Ventsislav,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
first,Vesa,Finland,,,,,,,,,,,,,,,,,,,,
first,Veselin,Montenegro,,,,,,,,,,,,,,,,,,,,
first,Veton,Kosovo,,,,,,,,,,,,,,,,,,,,
first,Vicente,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Victor,Andorra,Denmark,England,Gibraltar,Spain,Sweden,,,,,,,,,,,,,,,
first,Vidar,Iceland,,,,,,,,,,,,,,,,,,,,
first,Viggo,Denmark,,,,,,,,,,,,,,,,,,,,
first,Viktor,Belarus,Iceland,Norway,Russia,Sweden,Ukraine,,,,,,,,,,,,,,,
first,Ville,Finland,,,,,,,,,,,,,,,,,,,,
first,Vince,Malta,,,,,,,,,,,,,,,,,,,,
first,Vincent,Luxembourg,,,,,,,,,,,,,,,,,,,,
first,Vincenzo,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Vit,Czechia,,,,,,,,,,,,,,,,,,,,
first,Vitali,Belarus,,,,,,,,,,,,,,,,,,,,
first,Vitalie,Moldova,,,,,,,,,,,,,,,,,,,,
first,Vitaliy,Russia,,,,,,,,,,,,,,,,,,,,
first,Vitor,Portugal,,,,,,,,,,,,,,,,,,,,
first,Vlad,Moldova,Romania,,,,,,,,,,,,,,,,,,,
first,Vladimir,Croatia,Montenegro,Russia,Serbia,Slovakia,,,,,,,,,,,,,,,,
first,Vladislav,Czechia,Estonia,,,,,,,,,,,,,,,,,,,
first,Vlatko,North Macedonia,,,,,,,,,,,,,,,,,,,,
first,Vojislav,Montenegro,Serbia,,,,,,,,,,,,,,,,,,,
first,Vojtech,Czechia,,,,,,,,,,,,,,,,,,,,
first,Volodymyr,Ukraine,,,,,,,,,,,,,,,,,,,,
first,Vugar,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Vukan,Montenegro,,,,,,,,,,,,,,,,,,,,
first,Vukasin,Montenegro,Serbia,,,,,,,,,,,,,,,,,,,
first,Vyacheslav,Russia,,,,,,,,,,,,,,,,,,,,
first,Vytautas,Lithuania,,,,,,,,,,,,,,,,,,,,
first,Warren,England,Gibraltar,,,,,,,,,,,,,,,,,,,
first,Wayne,Malta,,,,,,,,,,,,,,,,,,,,
first,Wiktor,Poland,,,,,,,,,,,,,,,,,,,,
first,Willem,Netherlands,,,,,,,,,,,,,,,,,,,,
first,William,Denmark,England,Gibraltar,Norway,Scotland,Sweden,,,,,,,,,,,,,,,
first,Wojciech,Poland,,,,,,,,,,,,,,,,,,,,
first,Wouter,Netherlands,,,,,,,,,,,,,,,,,,,,
first,Wyn,Wales,,,,,,,,,,,,,,,,,,,,
first,Xabier,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Xavier,Andorra,Gibraltar,Portugal,Spain,,,,,,,,,,,,,,,,,
first,Xhevdet,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Yago,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Yannick,Luxembourg,,,,,,,,,,,,,,,,,,,,
first,Yannis,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Yarden,Israel,,,,,,,,,,,,,,,,,,,,
first,Yaroslav,Belarus,Russia,Ukraine,,,,,,,,,,,,,,,,,,
first,Yehonatan,Israel,,,,,,,,,,,,,,,,,,,,
first,Yeray,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Yerbolat,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Yerkebulan,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Yerlan,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Yervand,Armenia,,,,,,,,,,,,,,,,,,,,
first,Yevgen,Ukraine,,,,,,,,,,,,,,,,,,,,
first,Yevhen,Ukraine,,,,,,,,,,,,,,,,,,,,
first,Yevhenii,Ukraine,,,,,,,,,,,,,,,,,,,,
first,Yiannakis,Cyprus,,,,,,,,,,,,,,,,,,,,
first,Ylli,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Yngve,Norway,Sweden,,,,,,,,,,,,,,,,,,,
first,Yngvi,Iceland,,,,,,,,,,,,,,,,,,,,
first,Yoel,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Yordan,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
first,Yossi,Israel,,,,,,,,,,,,,,,,,,,,
first,Yuri,Belarus,Russia,Ukraine,,,,,,,,,,,,,,,,,,
first,Yuriy,Ukraine,,,,,,,,,,,,,,,,,,,,
first,Yusuf,Turkey,,,,,,,,,,,,,,,,,,,,
first,Yuval,Israel,,,,,,,,,,,,,,,,,,,,
first,Zach,Malta,,,,,,,,,,,,,,,,,,,,
first,Zachary,England,Gibraltar,Wales,,,,,,,,,,,,,,,,,,
first,Zakhar,Russia,,,,,,,,,,,,,,,,,,,,
first,Zarko,Montenegro,Serbia,,,,,,,,,,,,,,,,,,,
first,Zaven,Armenia,,,,,,,,,,,,,,,,,,,,
first,Zdenek,Czechia,,,,,,,,,,,,,,,,,,,,
first,Zdenko,Slovakia,,,,,,,,,,,,,,,,,,,,
first,Ze,Portugal,,,,,,,,,,,,,,,,,,,,
first,Zeljko,Montenegro,Serbia,,,,,,,,,,,,,,,,,,,
first,Zhaslan,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Zhivko,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
first,Ziga,Slovenia,,,,,,,,,,,,,,,,,,,,
first,Zisis,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Ziv,Israel,,,,,,,,,,,,,,,,,,,,
first,Zlatan,Bosnia,,,,,,,,,,,,,,,,,,,,
first,Zlatko,North Macedonia,,,,,,,,,,,,,,,,,,,,
first,Zoltan,Hungary,,,,,,,,,,,,,,,,,,,,
first,Zoran,Croatia,Montenegro,Serbia,,,,,,,,,,,,,,,,,,
first,Zsolt,Hungary,,,,,,,,,,,,,,,,,,,,
first,Zurab,Georgia,,,,,,,,,,,,,,,,,,,,
first,Zviad,Georgia,,,,,,,,,,,,,,,,,,,,
first,Zvonimir,Croatia,,,,,,,,,,,,,,,,,,,,
first,Zydrunas,Lithuania,,,,,,,,,,,,,,,,,,,,
first,Zygimantas,Lithuania,,,,,,,,,,,,,,,,,,,,
first,Zymer,Kosovo,,,,,,,,,,,,,,,,,,,,
surname,Aaltonen,Finland,,,,,,,,,,,,,,,,,,,,
surname,Aas,Estonia,,,,,,,,,,,,,,,,,,,,
surname,Abbasov,Azerbaijan,,,,,,,,,,,,,,,,,,,,
surname,Abbott,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Abdrakhmanov,Kazakhstan,,,,,,,,,,,,,,,,,,,,
surname,Abela,Malta,,,,,,,,,,,,,,,,,,,,
surname,Abilov,Kazakhstan,,,,,,,,,,,,,,,,,,,,
surname,Acar,Turkey,,,,,,,,,,,,,,,,,,,,
surname,Ackermann,Austria,Germany,Liechtenstein,Switzerland,,,,,,,,,,,,,,,,,
surname,Adam,France,Germany,Monaco,,,,,,,,,,,,,,,,,,
surname,Adamczyk,Poland,,,,,,,,,,,,,,,,,,,,
surname,Adams,England,Gibraltar,Wales,,,,,,,,,,,,,,,,,,
surname,Adomaitis,Lithuania,,,,,,,,,,,,,,,,,,,,
surname,Aghayev,Azerbaijan,,,,,,,,,,,,,,,,,,,,
surname,Agius,Malta,,,,,,,,,,,,,,,,,,,,
surname,Ahmadov,Azerbaijan,,,,,,,,,,,,,,,,,,,,
surname,Ahmeti,Kosovo,,,,,,,,,,,,,,,,,,,,
surname,Ahmetovic,Bosnia,,,,,,,,,,,,,,,,,,,,
surname,Ahonen,Finland,,,,,,,,,,,,,,,,,,,,
surname,Ainsworth,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Akhmetov,Kazakhstan,,,,,,,,,,,,,,,,,,,,
surname,Aksoy,Turkey,,,,,,,,,,,,,,,,,,,,
surname,Albert,France,Germany,Monaco,,,,,,,,,,,,,,,,,,
surname,Alekseyev,Russia,,,,,,,,,,,,,,,,,,,,
surname,Alexiou,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
surname,Alimbekov,Kazakhstan,,,,,,,,,,,,,,,,,,,,
surname,Aliyev,Azerbaijan,,,,,,,,,,,,,,,,,,,,
surname,Almeida,Portugal,,,,,,,,,,,,,,,,,,,,
surname,Alonso,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
surname,Altintas,Turkey,,,,,,,,,,,,,,,,,,,,
surname,Alvarez,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
surname,Amar,Israel,,,,,,,,,,,,,,,,,,,,
surname,Amirov,Azerbaijan,Kazakhstan,,,,,,,,,,,,,,,,,,,
surname,Andersen,Denmark,Norway,,,,,,,,,,,,,,,,,,,
surname,Anderson,Scotland,,,,,,,,,,,,,,,,,,,,
surname,Andersson,Sweden,,,,,,,,,,,,,,,,,,,,
surname,Andreasen,Faroe Islands,,,,,,,,,,,,,,,,,,,,
surname,Andreassen,Norway,,,,,,,,,,,,,,,,,,,,
surname,Andreev,Belarus,Russia,,,,,,,,,,,,,,,,,,,
surname,Andreou,Cyprus,,,,,,,,,,,,,,,,,,,,
surname,Angelopoulos,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
surname,Angelov,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
surname,Angelovski,North Macedonia,,,,,,,,,,,,,,,,,,,,
surname,Anton,Estonia,,,,,,,,,,,,,,,,,,,,
surname,Antoniou,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
surname,Antonov,Belarus,Russia,,,,,,,,,,,,,,,,,,,
surname,Arakelyan,Armenia,,,,,,,,,,,,,,,,,,,,
surname,Araujo,Andorra,Gibraltar,Portugal,Spain,,,,,,,,,,,,,,,,,
surname,Armstrong,England,Gibraltar,Scotland,,,,,,,,,,,,,,,,,,
surname,Arnason,Iceland,,,,,,,,,,,,,,,,,,,,
surname,Arnold,Austria,Germany,Liechtenstein,Switzerland,,,,,,,,,,,,,,,,,
surname,Arslan,Turkey,,,,,,,,,,,,,,,,,,,,
surname,Artemyev,Russia,,,,,,,,,,,,,,,,,,,,
surname,Arveladze,Georgia,,,,,,,,,,,,,,,,,,,,
surname,Ashkenazi,Israel,,,,,,,,,,,,,,,,,,,,
surname,Aslan,Turkey,,,,,,,,,,,,,,,,,,,,
surname,Aslanyan,Armenia,,,,,,,,,,,,,,,,,,,,
surname,Atanasov,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
surname,Athanasiou,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
surname,Atkinson,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Attard,Malta,,,,,,,,,,,,,,,,,,,,
surname,Aubert,Belgium,France,Liechtenstein,Monaco,Switzerland,,,,,,,,,,,,,,,,
surname,Auzins,Latvia,,,,,,,,,,,,,,,,,,,,
surname,Avdeyev,Russia,,,,,,,,,,,,,,,,,,,,
surname,Avetisyan,Armenia,,,,,,,,,,,,,,,,,,,,
surname,Avraham,Israel,,,,,,,,,,,,,,,,,,,,
surname,Axelsen,Denmark,,,,,,,,,,,,,,,,,,,,
surname,Aydin,Turkey,,,,,,,,,,,,,,,,,,,,
surname,Azzopardi,Malta,,,,,,,,,,,,,,,,,,,,
surname,Babic,Croatia,Montenegro,Serbia,,,,,,,,,,,,,,,,,,
surname,Baghdasaryan,Armenia,,,,,,,,,,,,,,,,,,,,
surname,Bagirov,Azerbaijan,,,,,,,,,,,,,,,,,,,,
surname,Baimukhanov,Kazakhstan,,,,,,,,,,,,,,,,,,,,
surname,Baitursynov,Kazakhstan,,,,,,,,,,,,,,,,,,,,
surname,Bajramovic,Bosnia,,,,,,,,,,,,,,,,,,,,
surname,Bakas,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
surname,Baker,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Bakke,Norway,,,,,,,,,,,,,,,,,,,,
surname,Bakker,Netherlands,,,,,,,,,,,,,,,,,,,,
surname,Balan,Moldova,,,,,,,,,,,,,,,,,,,,
surname,Balayan,Armenia,,,,,,,,,,,,,,,,,,,,
surname,Balaz,Slovakia,,,,,,,,,,,,,,,,,,,,
surname,Balciunas,Lithuania,,,,,,,,,,,,,,,,,,,,
surname,Baldursson,Iceland,,,,,,,,,,,,,,,,,,,,
surname,Balikci,Turkey,,,,,,,,,,,,,,,,,,,,
surname,Balodis,Latvia,,,,,,,,,,,,,,,,,,,,
surname,Balog,Hungary,,,,,,,,,,,,,,,,,,,,
surname,Balogh,Hungary,,,,,,,,,,,,,,,,,,,,
surname,Balogu,Moldova,Romania,,,,,,,,,,,,,,,,,,,
